transaction_id  ,user_id  ,device_id  ,amount_score  ,txn_count_last_24h  ,txn_amount_last_24h  ,avg_amount_30d  ,device_change_flag  ,location_change_flag  ,international_risk_flag
TXN18073,USR18073,DEV18073,8,48,126660,64321,1,1,0
TXN18074,USR18074,DEV18074,15,9,38466,97245,0,0,0
TXN18075,USR18075,DEV18075,8,4,61631,30359,0,1,0
TXN18076,USR18076,DEV18076,54,14,172860,60896,1,1,1
TXN18077,USR18077,DEV18077,30,27,164807,9350,0,0,1
TXN18078,USR18078,DEV18078,13,29,805,41944,0,0,0
TXN18079,USR18079,DEV18079,46,13,20022,96716,0,1,1
TXN18080,USR18080,DEV18080,6,6,115624,83035,1,0,0
TXN18081,USR18081,DEV18081,50,17,181174,13993,0,1,1
TXN18082,USR18082,DEV18082,87,3,152947,20053,1,1,1
TXN18083,USR18083,DEV18083,27,26,165192,21054,0,1,1
TXN18084,USR18084,DEV18084,28,39,49087,80896,1,1,0
TXN18085,USR18085,DEV18085,58,27,226,554,1,0,1
TXN18086,USR18086,DEV18086,46,13,1400,77366,1,1,1
TXN18087,USR18087,DEV18087,1,25,98823,67137,1,1,1
TXN18088,USR18088,DEV18088,0,23,157004,14246,0,0,1
TXN18089,USR18089,DEV18089,6,20,167327,50285,1,1,0
TXN18090,USR18090,DEV18090,86,2,11920,8948,0,0,0
TXN18091,USR18091,DEV18091,18,15,121625,47934,0,0,0
TXN18092,USR18092,DEV18092,0,13,11,84013,1,1,0
TXN18093,USR18093,DEV18093,1,0,114428,24016,1,0,1
TXN18094,USR18094,DEV18094,0,37,88466,4520,0,1,1
TXN18095,USR18095,DEV18095,0,23,106036,39656,1,1,0
TXN18096,USR18096,DEV18096,0,14,112675,3188,0,1,1
TXN18097,USR18097,DEV18097,4,11,10114,16517,0,0,1
TXN18098,USR18098,DEV18098,0,4,4718,73220,0,0,1
TXN18099,USR18099,DEV18099,86,43,53521,25381,0,1,0
TXN18100,USR18100,DEV18100,2,5,163838,96031,0,0,0
TXN18101,USR18101,DEV18101,0,6,114512,85402,1,1,1
TXN18102,USR18102,DEV18102,17,14,160486,31670,1,0,0
TXN18103,USR18103,DEV18103,0,3,103958,51737,0,0,0
TXN18104,USR18104,DEV18104,0,1,139418,41286,1,0,1
TXN18105,USR18105,DEV18105,15,19,16210,3083,0,1,0
TXN18106,USR18106,DEV18106,6,39,36122,6493,1,0,0
TXN18107,USR18107,DEV18107,0,13,39951,15680,0,1,0
TXN18108,USR18108,DEV18108,1,3,24569,74131,1,0,0
TXN18109,USR18109,DEV18109,39,13,11039,1488,1,1,1
TXN18110,USR18110,DEV18110,35,48,46333,14354,0,0,0
TXN18111,USR18111,DEV18111,1,0,74450,83688,1,0,0
TXN18112,USR18112,DEV18112,0,1,2610,32572,0,0,1
TXN18113,USR18113,DEV18113,46,10,28,87115,0,0,1
TXN18114,USR18114,DEV18114,1,12,76154,84090,1,1,1
TXN18115,USR18115,DEV18115,16,2,61651,44418,0,1,1
TXN18116,USR18116,DEV18116,0,0,15830,61629,0,1,0
TXN18117,USR18117,DEV18117,17,7,147707,1919,0,1,0
TXN18118,USR18118,DEV18118,6,9,93742,1615,1,0,0
TXN18119,USR18119,DEV18119,2,2,111896,39862,1,0,1
TXN18120,USR18120,DEV18120,71,3,41472,59165,1,1,0
TXN18121,USR18121,DEV18121,11,0,60576,27,0,1,1
TXN18122,USR18122,DEV18122,53,6,28826,36962,1,1,0
TXN18123,USR18123,DEV18123,18,25,17816,3035,0,1,1
TXN18124,USR18124,DEV18124,0,13,429,899,0,0,1
TXN18125,USR18125,DEV18125,6,30,10884,12326,0,1,0
TXN18126,USR18126,DEV18126,18,0,148277,2063,0,0,0
TXN18127,USR18127,DEV18127,11,8,117277,90304,0,0,0
TXN18128,USR18128,DEV18128,85,1,43259,7044,1,1,0
TXN18129,USR18129,DEV18129,87,9,28552,95593,1,1,1
TXN18130,USR18130,DEV18130,0,27,1771,12404,0,1,0
TXN18131,USR18131,DEV18131,28,16,1953,351,1,1,0
TXN18132,USR18132,DEV18132,77,11,58029,24904,1,0,1
TXN18133,USR18133,DEV18133,29,30,14525,15364,1,1,0
TXN18134,USR18134,DEV18134,0,0,2423,71505,0,1,0
TXN18135,USR18135,DEV18135,8,37,196312,8487,0,1,0
TXN18136,USR18136,DEV18136,10,2,143800,83966,0,1,1
TXN18137,USR18137,DEV18137,12,0,4771,7673,1,1,0
TXN18138,USR18138,DEV18138,25,1,1096,68374,1,0,1
TXN18139,USR18139,DEV18139,0,10,85916,39424,0,0,1
TXN18140,USR18140,DEV18140,94,14,3425,815,0,1,0
TXN18141,USR18141,DEV18141,0,4,162557,10726,0,0,0
TXN18142,USR18142,DEV18142,5,1,4,1098,1,0,1
TXN18143,USR18143,DEV18143,58,0,140812,98193,0,0,1
TXN18144,USR18144,DEV18144,3,0,72543,7920,1,0,0
TXN18145,USR18145,DEV18145,23,14,859,2786,1,0,0
TXN18146,USR18146,DEV18146,78,36,82005,54155,1,0,1
TXN18147,USR18147,DEV18147,1,23,8751,37119,0,1,0
TXN18148,USR18148,DEV18148,37,1,112149,63931,1,0,0
TXN18149,USR18149,DEV18149,11,16,27947,20434,1,0,0
TXN18150,USR18150,DEV18150,2,8,137717,18395,0,0,0
TXN18151,USR18151,DEV18151,0,27,193301,1510,0,1,1
TXN18152,USR18152,DEV18152,3,19,37961,9164,0,0,1
TXN18153,USR18153,DEV18153,10,7,59387,57818,1,1,0
TXN18154,USR18154,DEV18154,74,17,42790,8946,1,1,1
TXN18155,USR18155,DEV18155,26,22,49644,81549,0,0,0
TXN18156,USR18156,DEV18156,44,23,75907,5342,1,1,1
TXN18157,USR18157,DEV18157,3,13,3810,35925,1,1,0
TXN18158,USR18158,DEV18158,62,13,75051,4882,1,0,1
TXN18159,USR18159,DEV18159,11,41,173754,81728,0,1,1
TXN18160,USR18160,DEV18160,11,29,1056,11971,1,0,0
TXN18161,USR18161,DEV18161,19,37,18,71171,1,0,1
TXN18162,USR18162,DEV18162,32,42,73438,29115,1,1,1
TXN18163,USR18163,DEV18163,0,27,34336,72335,0,1,0
TXN18164,USR18164,DEV18164,88,24,169994,59392,1,1,1
TXN18165,USR18165,DEV18165,1,6,37261,38800,1,1,0
TXN18166,USR18166,DEV18166,68,45,90055,15426,1,0,0
TXN18167,USR18167,DEV18167,6,42,10254,4997,1,1,0
TXN18168,USR18168,DEV18168,1,12,69011,50,0,1,1
TXN18169,USR18169,DEV18169,1,42,171262,39317,1,0,0
TXN18170,USR18170,DEV18170,0,22,144073,23461,0,1,1
TXN18171,USR18171,DEV18171,13,39,1697,386,0,1,1
TXN18172,USR18172,DEV18172,23,1,144,91823,1,0,1
TXN18173,USR18173,DEV18173,0,7,3735,4,0,1,1
TXN18174,USR18174,DEV18174,94,0,4175,41906,1,0,0
TXN18175,USR18175,DEV18175,3,22,13516,832,0,0,1
TXN18176,USR18176,DEV18176,13,44,35125,74457,1,0,0
TXN18177,USR18177,DEV18177,39,0,53583,11904,0,0,0
TXN18178,USR18178,DEV18178,0,17,75443,75779,0,1,1
TXN18179,USR18179,DEV18179,0,5,63792,41200,0,0,1
TXN18180,USR18180,DEV18180,21,36,3952,20032,0,1,0
TXN18181,USR18181,DEV18181,48,3,161539,83847,1,1,0
TXN18182,USR18182,DEV18182,1,2,77667,76159,1,1,1
TXN18183,USR18183,DEV18183,46,31,157709,37373,0,0,0
TXN18184,USR18184,DEV18184,92,28,34940,5262,1,0,1
TXN18185,USR18185,DEV18185,33,4,77392,76485,0,0,0
TXN18186,USR18186,DEV18186,15,0,147776,2261,1,0,0
TXN18187,USR18187,DEV18187,0,39,61071,42697,0,1,1
TXN18188,USR18188,DEV18188,81,3,60716,65072,1,0,1
TXN18189,USR18189,DEV18189,59,5,1341,62977,1,1,1
TXN18190,USR18190,DEV18190,23,1,14404,7726,0,1,1
TXN18191,USR18191,DEV18191,0,2,1045,67714,1,1,0
TXN18192,USR18192,DEV18192,4,15,183051,85873,0,1,1
TXN18193,USR18193,DEV18193,0,15,4650,33751,0,0,0
TXN18194,USR18194,DEV18194,18,16,39854,57,1,1,1
TXN18195,USR18195,DEV18195,30,39,38050,12897,0,1,1
TXN18196,USR18196,DEV18196,0,3,9249,61947,0,1,0
TXN18197,USR18197,DEV18197,77,49,266,35445,1,1,1
TXN18198,USR18198,DEV18198,9,27,125582,73,0,1,1
TXN18199,USR18199,DEV18199,0,0,3807,53316,1,1,0
TXN18200,USR18200,DEV18200,1,9,113194,30387,0,1,0
TXN18201,USR18201,DEV18201,10,4,811,21290,0,1,1
TXN18202,USR18202,DEV18202,1,0,99394,9179,1,1,1
TXN18203,USR18203,DEV18203,11,23,198095,98626,1,1,1
TXN18204,USR18204,DEV18204,52,5,99029,7774,0,1,1
TXN18205,USR18205,DEV18205,0,6,103099,85713,0,1,0
TXN18206,USR18206,DEV18206,0,46,64422,37666,1,1,0
TXN18207,USR18207,DEV18207,52,0,197293,38693,0,1,1
TXN18208,USR18208,DEV18208,5,2,123734,93956,1,0,1
TXN18209,USR18209,DEV18209,0,1,81381,22738,0,0,1
TXN18210,USR18210,DEV18210,28,21,65502,76063,1,0,0
TXN18211,USR18211,DEV18211,0,24,57084,658,0,1,1
TXN18212,USR18212,DEV18212,20,39,24565,28771,0,1,1
TXN18213,USR18213,DEV18213,49,49,9159,8178,1,0,1
TXN18214,USR18214,DEV18214,6,0,171322,36949,1,0,1
TXN18215,USR18215,DEV18215,2,7,20516,110,1,0,0
TXN18216,USR18216,DEV18216,21,21,105360,29689,0,0,0
TXN18217,USR18217,DEV18217,63,18,21102,14722,0,0,1
TXN18218,USR18218,DEV18218,0,22,60123,23325,0,1,0
TXN18219,USR18219,DEV18219,0,5,158384,17817,0,1,0
TXN18220,USR18220,DEV18220,17,44,159076,6781,0,1,1
TXN18221,USR18221,DEV18221,0,34,181160,91617,0,0,0
TXN18222,USR18222,DEV18222,46,41,198224,40916,0,1,1
TXN18223,USR18223,DEV18223,25,0,29425,38312,1,0,0
TXN18224,USR18224,DEV18224,0,0,44478,18176,0,1,1
TXN18225,USR18225,DEV18225,9,0,58767,81989,1,1,0
TXN18226,USR18226,DEV18226,30,1,41884,12944,1,1,0
TXN18227,USR18227,DEV18227,21,0,9407,23455,1,0,0
TXN18228,USR18228,DEV18228,27,15,35575,32663,1,0,0
TXN18229,USR18229,DEV18229,8,0,119575,10168,0,0,1
TXN18230,USR18230,DEV18230,4,1,175614,7811,0,1,1
TXN18231,USR18231,DEV18231,56,13,104527,12744,0,1,0
TXN18232,USR18232,DEV18232,1,10,77794,86955,0,1,1
TXN18233,USR18233,DEV18233,22,18,126292,13430,0,1,1
TXN18234,USR18234,DEV18234,2,0,173612,997,1,0,1
TXN18235,USR18235,DEV18235,54,13,25977,797,1,1,1
TXN18236,USR18236,DEV18236,82,15,34241,10097,0,0,1
TXN18237,USR18237,DEV18237,59,1,60672,69351,0,0,0
TXN18238,USR18238,DEV18238,70,4,6937,22434,1,1,0
TXN18239,USR18239,DEV18239,84,25,82984,27209,1,0,0
TXN18240,USR18240,DEV18240,1,17,37186,20258,1,0,1
TXN18241,USR18241,DEV18241,3,37,193480,71073,1,0,1
TXN18242,USR18242,DEV18242,45,13,13525,94234,1,0,0
TXN18243,USR18243,DEV18243,16,5,119063,95925,1,0,1
TXN18244,USR18244,DEV18244,7,38,127422,5933,0,0,0
TXN18245,USR18245,DEV18245,2,14,58290,9327,0,0,1
TXN18246,USR18246,DEV18246,8,32,2575,76019,1,1,1
TXN18247,USR18247,DEV18247,0,11,88687,12420,1,1,1
TXN18248,USR18248,DEV18248,15,29,29243,24245,0,1,0
TXN18249,USR18249,DEV18249,34,6,9526,3580,0,1,0
TXN18250,USR18250,DEV18250,7,9,13143,40723,0,0,1
TXN18251,USR18251,DEV18251,0,9,1126,92,1,1,1
TXN18252,USR18252,DEV18252,40,19,61848,81865,1,0,0
TXN18253,USR18253,DEV18253,3,0,31966,9470,0,1,0
TXN18254,USR18254,DEV18254,0,26,185618,24830,0,1,1
TXN18255,USR18255,DEV18255,30,4,168760,66757,1,0,0
TXN18256,USR18256,DEV18256,71,0,15196,24029,0,0,1
TXN18257,USR18257,DEV18257,0,39,53742,99507,1,1,1
TXN18258,USR18258,DEV18258,83,7,39593,26937,1,0,1
TXN18259,USR18259,DEV18259,5,9,162604,21916,1,1,0
TXN18260,USR18260,DEV18260,89,16,140018,30859,1,1,0
TXN18261,USR18261,DEV18261,0,17,188394,6983,1,0,1
TXN18262,USR18262,DEV18262,14,12,21216,19915,1,1,1
TXN18263,USR18263,DEV18263,57,12,9160,93392,1,0,0
TXN18264,USR18264,DEV18264,0,13,117190,4100,0,1,1
TXN18265,USR18265,DEV18265,0,40,30889,6291,0,0,0
TXN18266,USR18266,DEV18266,73,23,44132,8386,1,1,0
TXN18267,USR18267,DEV18267,35,5,20498,55449,0,1,0
TXN18268,USR18268,DEV18268,50,0,3153,18441,1,1,1
TXN18269,USR18269,DEV18269,44,6,168999,77248,1,0,1
TXN18270,USR18270,DEV18270,46,27,51171,12228,0,1,1
TXN18271,USR18271,DEV18271,34,34,86604,239,0,0,0
TXN18272,USR18272,DEV18272,23,25,4249,86542,0,0,0
TXN18273,USR18273,DEV18273,11,9,16690,7154,1,0,0
TXN18274,USR18274,DEV18274,0,5,15946,490,1,0,0
TXN18275,USR18275,DEV18275,20,24,22931,90191,0,1,0
TXN18276,USR18276,DEV18276,45,6,69075,7439,1,0,0
TXN18277,USR18277,DEV18277,0,2,191764,32203,0,1,0
TXN18278,USR18278,DEV18278,1,8,120416,28014,0,0,0
TXN18279,USR18279,DEV18279,47,7,105262,67236,0,1,1
TXN18280,USR18280,DEV18280,0,49,7450,48591,0,1,0
TXN18281,USR18281,DEV18281,52,2,46303,22636,1,0,1
TXN18282,USR18282,DEV18282,24,25,130010,5318,1,0,0
TXN18283,USR18283,DEV18283,93,16,89433,19730,0,1,1
TXN18284,USR18284,DEV18284,17,2,76449,848,1,0,1
TXN18285,USR18285,DEV18285,21,10,16615,81262,1,0,0
TXN18286,USR18286,DEV18286,0,42,17072,69487,0,0,0
TXN18287,USR18287,DEV18287,0,48,36384,41801,1,0,0
TXN18288,USR18288,DEV18288,75,22,6853,1469,1,0,1
TXN18289,USR18289,DEV18289,7,4,108,88783,0,0,1
TXN18290,USR18290,DEV18290,36,8,33054,26526,0,1,0
TXN18291,USR18291,DEV18291,62,6,5366,64463,1,0,1
TXN18292,USR18292,DEV18292,32,0,7406,714,0,1,1
TXN18293,USR18293,DEV18293,58,11,40144,16897,0,1,0
TXN18294,USR18294,DEV18294,3,5,12505,92081,0,0,0
TXN18295,USR18295,DEV18295,56,17,124115,52413,0,0,1
TXN18296,USR18296,DEV18296,1,26,6316,42667,1,1,1
TXN18297,USR18297,DEV18297,3,26,97710,10639,0,0,0
TXN18298,USR18298,DEV18298,70,15,67808,91390,0,0,1
TXN18299,USR18299,DEV18299,1,39,6587,49022,0,1,1
TXN18300,USR18300,DEV18300,92,18,51386,13514,1,1,0
TXN18301,USR18301,DEV18301,87,7,184422,63914,0,1,0
TXN18302,USR18302,DEV18302,24,1,125479,96098,0,0,0
TXN18303,USR18303,DEV18303,0,6,77806,44694,0,1,0
TXN18304,USR18304,DEV18304,15,27,18252,26120,1,1,0
TXN18305,USR18305,DEV18305,1,47,50476,7167,1,1,0
TXN18306,USR18306,DEV18306,57,7,151708,9970,1,1,0
TXN18307,USR18307,DEV18307,1,37,49802,12409,0,0,0
TXN18308,USR18308,DEV18308,47,27,46959,61547,1,1,0
TXN18309,USR18309,DEV18309,2,13,14466,30021,0,1,0
TXN18310,USR18310,DEV18310,2,29,26624,83362,1,0,1
TXN18311,USR18311,DEV18311,10,6,39346,255,1,0,0
TXN18312,USR18312,DEV18312,20,38,195774,34542,0,1,1
TXN18313,USR18313,DEV18313,57,19,131645,44424,0,1,0
TXN18314,USR18314,DEV18314,8,18,5144,3957,1,1,0
TXN18315,USR18315,DEV18315,96,30,76752,63779,0,1,1
TXN18316,USR18316,DEV18316,0,2,64750,3618,0,0,0
TXN18317,USR18317,DEV18317,0,36,8054,53704,1,0,1
TXN18318,USR18318,DEV18318,3,1,87121,19295,1,0,0
TXN18319,USR18319,DEV18319,90,32,101769,3525,1,0,0
TXN18320,USR18320,DEV18320,21,15,846,11331,0,1,1
TXN18321,USR18321,DEV18321,29,6,250,14788,1,0,1
TXN18322,USR18322,DEV18322,26,1,154771,22925,1,0,1
TXN18323,USR18323,DEV18323,3,11,750,14926,0,1,0
TXN18324,USR18324,DEV18324,8,38,49451,59491,0,0,0
TXN18325,USR18325,DEV18325,0,15,78906,5376,1,0,1
TXN18326,USR18326,DEV18326,19,2,16770,16462,1,1,0
TXN18327,USR18327,DEV18327,35,3,758,35520,1,0,1
TXN18328,USR18328,DEV18328,1,10,67144,20262,1,0,1
TXN18329,USR18329,DEV18329,75,0,117,40575,0,0,0
TXN18330,USR18330,DEV18330,42,22,51111,761,1,0,0
TXN18331,USR18331,DEV18331,20,24,134976,74548,0,0,0
TXN18332,USR18332,DEV18332,0,1,153708,26535,1,0,0
TXN18333,USR18333,DEV18333,98,6,151472,4892,0,0,0
TXN18334,USR18334,DEV18334,66,26,36260,98261,1,1,0
TXN18335,USR18335,DEV18335,0,2,119420,5959,1,0,0
TXN18336,USR18336,DEV18336,74,8,46275,30009,1,0,0
TXN18337,USR18337,DEV18337,29,4,112030,32259,1,1,0
TXN18338,USR18338,DEV18338,84,15,87652,87033,0,0,1
TXN18339,USR18339,DEV18339,0,5,197372,609,1,0,1
TXN18340,USR18340,DEV18340,36,7,127433,32967,0,0,1
TXN18341,USR18341,DEV18341,13,8,154916,64908,1,1,0
TXN18342,USR18342,DEV18342,5,7,376,77675,0,0,1
TXN18343,USR18343,DEV18343,80,3,153989,84947,1,0,0
TXN18344,USR18344,DEV18344,16,20,3306,13818,1,0,1
TXN18345,USR18345,DEV18345,1,44,46043,65176,1,0,1
TXN18346,USR18346,DEV18346,28,0,60604,34995,0,1,1
TXN18347,USR18347,DEV18347,2,24,198112,5520,1,1,1
TXN18348,USR18348,DEV18348,30,45,51222,221,1,1,1
TXN18349,USR18349,DEV18349,39,31,95843,2057,1,1,1
TXN18350,USR18350,DEV18350,28,0,106530,21317,1,0,1
TXN18351,USR18351,DEV18351,1,39,194984,4645,1,0,0
TXN18352,USR18352,DEV18352,72,11,772,826,1,0,0
TXN18353,USR18353,DEV18353,1,14,22,56179,1,0,1
TXN18354,USR18354,DEV18354,12,0,19489,88045,0,0,0
TXN18355,USR18355,DEV18355,1,2,106274,15820,1,1,1
TXN18356,USR18356,DEV18356,0,0,45443,33489,1,0,1
TXN18357,USR18357,DEV18357,36,10,3107,32551,0,0,0
TXN18358,USR18358,DEV18358,10,41,174447,2404,1,0,0
TXN18359,USR18359,DEV18359,32,17,185037,12110,1,1,0
TXN18360,USR18360,DEV18360,29,17,51322,71048,1,1,0
TXN18361,USR18361,DEV18361,85,0,30267,27383,1,1,0
TXN18362,USR18362,DEV18362,1,3,3514,86281,1,0,0
TXN18363,USR18363,DEV18363,62,12,165570,90913,0,1,0
TXN18364,USR18364,DEV18364,2,29,86208,6380,0,0,0
TXN18365,USR18365,DEV18365,10,17,99731,35732,0,0,0
TXN18366,USR18366,DEV18366,0,27,38713,15719,1,0,1
TXN18367,USR18367,DEV18367,1,44,166,32034,0,0,0
TXN18368,USR18368,DEV18368,29,13,13427,87551,0,0,0
TXN18369,USR18369,DEV18369,10,2,144273,92053,0,0,1
TXN18370,USR18370,DEV18370,3,11,198840,63647,1,0,1
TXN18371,USR18371,DEV18371,78,9,198892,1884,1,1,1
TXN18372,USR18372,DEV18372,0,5,118182,66911,1,0,1
TXN18373,USR18373,DEV18373,0,4,18367,76271,0,1,1
TXN18374,USR18374,DEV18374,33,11,19962,81094,1,0,0
TXN18375,USR18375,DEV18375,43,2,25114,16614,1,0,1
TXN18376,USR18376,DEV18376,84,0,188053,30372,1,1,1
TXN18377,USR18377,DEV18377,40,14,195524,21552,0,0,0
TXN18378,USR18378,DEV18378,22,36,39333,26718,0,1,0
TXN18379,USR18379,DEV18379,50,23,284,33326,0,0,0
TXN18380,USR18380,DEV18380,35,19,147543,2134,0,1,0
TXN18381,USR18381,DEV18381,10,2,4106,81463,0,1,0
TXN18382,USR18382,DEV18382,12,10,63410,118,0,1,1
TXN18383,USR18383,DEV18383,12,7,5281,191,0,0,1
TXN18384,USR18384,DEV18384,7,0,14901,1088,1,1,0
TXN18385,USR18385,DEV18385,2,46,100574,20718,1,0,1
TXN18386,USR18386,DEV18386,30,1,65325,14453,0,0,0
TXN18387,USR18387,DEV18387,45,24,23791,3122,0,1,0
TXN18388,USR18388,DEV18388,4,16,4290,2874,0,0,1
TXN18389,USR18389,DEV18389,1,32,112456,85209,0,0,1
TXN18390,USR18390,DEV18390,18,14,663,86426,1,0,1
TXN18391,USR18391,DEV18391,13,40,40,1666,1,1,1
TXN18392,USR18392,DEV18392,63,9,2167,29534,1,0,0
TXN18393,USR18393,DEV18393,84,9,30619,36137,0,1,0
TXN18394,USR18394,DEV18394,4,8,137459,17964,0,0,1
TXN18395,USR18395,DEV18395,12,5,50452,99861,1,0,0
TXN18396,USR18396,DEV18396,80,5,61138,88057,1,0,1
TXN18397,USR18397,DEV18397,10,15,28948,296,0,0,1
TXN18398,USR18398,DEV18398,11,2,37916,37197,0,1,1
TXN18399,USR18399,DEV18399,30,4,56329,7871,1,1,1
TXN18400,USR18400,DEV18400,1,39,7766,74044,1,1,0
TXN18401,USR18401,DEV18401,10,1,91281,34207,0,1,0
TXN18402,USR18402,DEV18402,47,7,22231,98852,1,1,1
TXN18403,USR18403,DEV18403,15,0,25036,18048,0,0,1
TXN18404,USR18404,DEV18404,2,50,59870,11624,1,1,0
TXN18405,USR18405,DEV18405,1,28,38124,20826,0,1,1
TXN18406,USR18406,DEV18406,2,1,14117,18191,0,0,0
TXN18407,USR18407,DEV18407,35,14,186720,76576,1,1,0
TXN18408,USR18408,DEV18408,3,46,9259,11419,1,0,0
TXN18409,USR18409,DEV18409,93,14,50128,96388,0,0,1
TXN18410,USR18410,DEV18410,8,29,22251,56583,0,0,1
TXN18411,USR18411,DEV18411,61,30,43267,64970,1,1,1
TXN18412,USR18412,DEV18412,17,0,6698,2521,1,1,1
TXN18413,USR18413,DEV18413,0,9,34489,18609,1,0,0
TXN18414,USR18414,DEV18414,95,28,5754,55565,0,1,1
TXN18415,USR18415,DEV18415,1,26,2958,62594,0,1,1
TXN18416,USR18416,DEV18416,1,20,9197,7221,1,1,0
TXN18417,USR18417,DEV18417,15,39,172072,10850,1,1,1
TXN18418,USR18418,DEV18418,36,24,199035,78426,0,1,1
TXN18419,USR18419,DEV18419,8,16,10719,74269,1,1,1
TXN18420,USR18420,DEV18420,8,21,13390,6637,0,1,0
TXN18421,USR18421,DEV18421,1,2,50438,573,0,0,0
TXN18422,USR18422,DEV18422,46,38,72531,25032,0,0,1
TXN18423,USR18423,DEV18423,47,26,5424,463,0,1,0
TXN18424,USR18424,DEV18424,24,21,12963,91505,1,1,1
TXN18425,USR18425,DEV18425,2,3,161670,14009,0,1,0
TXN18426,USR18426,DEV18426,100,3,112806,15867,0,1,1
TXN18427,USR18427,DEV18427,1,40,158278,5798,1,0,0
TXN18428,USR18428,DEV18428,32,16,160420,79520,0,0,0
TXN18429,USR18429,DEV18429,5,15,89135,45729,1,0,1
TXN18430,USR18430,DEV18430,5,1,105853,93295,0,1,0
TXN18431,USR18431,DEV18431,72,7,7568,6545,1,1,1
TXN18432,USR18432,DEV18432,0,17,1795,52267,1,0,0
TXN18433,USR18433,DEV18433,92,7,94566,94598,0,1,1
TXN18434,USR18434,DEV18434,28,1,136449,21507,1,1,1
TXN18435,USR18435,DEV18435,38,43,79255,57726,1,0,0
TXN18436,USR18436,DEV18436,0,0,1653,64401,0,0,1
TXN18437,USR18437,DEV18437,26,0,193786,25257,0,0,0
TXN18438,USR18438,DEV18438,0,43,71110,27480,1,0,1
TXN18439,USR18439,DEV18439,0,3,40862,81612,1,1,1
TXN18440,USR18440,DEV18440,15,1,18998,8864,0,1,1
TXN18441,USR18441,DEV18441,2,0,27217,9790,0,1,1
TXN18442,USR18442,DEV18442,33,5,3007,27624,1,0,1
TXN18443,USR18443,DEV18443,38,30,138367,15775,1,1,0
TXN18444,USR18444,DEV18444,0,23,2290,4862,0,0,1
TXN18445,USR18445,DEV18445,18,1,166479,15146,1,0,0
TXN18446,USR18446,DEV18446,12,0,93589,83000,1,1,1
TXN18447,USR18447,DEV18447,14,6,65984,78351,0,1,1
TXN18448,USR18448,DEV18448,2,42,112843,6799,0,1,1
TXN18449,USR18449,DEV18449,0,35,100,5955,1,0,1
TXN18450,USR18450,DEV18450,16,49,61223,21632,1,1,0
TXN18451,USR18451,DEV18451,62,15,142753,7496,0,0,1
TXN18452,USR18452,DEV18452,10,4,59590,13631,0,0,0
TXN18453,USR18453,DEV18453,26,1,33348,9652,1,1,0
TXN18454,USR18454,DEV18454,0,0,9681,29009,1,0,0
TXN18455,USR18455,DEV18455,6,38,79997,28701,0,1,1
TXN18456,USR18456,DEV18456,62,3,76832,2004,0,0,0
TXN18457,USR18457,DEV18457,0,4,133848,60280,1,1,1
TXN18458,USR18458,DEV18458,0,16,9984,48078,1,0,1
TXN18459,USR18459,DEV18459,34,0,137087,54516,0,0,1
TXN18460,USR18460,DEV18460,76,20,42646,14874,1,1,1
TXN18461,USR18461,DEV18461,32,2,3981,92906,0,0,1
TXN18462,USR18462,DEV18462,7,41,111756,23250,1,0,0
TXN18463,USR18463,DEV18463,23,28,24919,36186,0,1,0
TXN18464,USR18464,DEV18464,0,46,139459,159,1,1,1
TXN18465,USR18465,DEV18465,0,12,71961,28056,1,0,1
TXN18466,USR18466,DEV18466,89,49,85047,79423,1,0,0
TXN18467,USR18467,DEV18467,14,26,29761,99533,1,0,0
TXN18468,USR18468,DEV18468,0,34,142709,7836,0,0,1
TXN18469,USR18469,DEV18469,33,5,182262,46801,1,1,0
TXN18470,USR18470,DEV18470,20,11,29929,52293,0,0,0
TXN18471,USR18471,DEV18471,1,15,159181,1712,0,1,1
TXN18472,USR18472,DEV18472,7,8,465,20479,1,1,0
TXN18473,USR18473,DEV18473,30,22,6596,3981,0,0,0
TXN18474,USR18474,DEV18474,0,7,88322,32496,0,0,1
TXN18475,USR18475,DEV18475,0,11,530,29580,0,0,1
TXN18476,USR18476,DEV18476,28,11,29690,6223,0,0,1
TXN18477,USR18477,DEV18477,18,0,12460,14903,1,0,0
TXN18478,USR18478,DEV18478,0,0,120711,42352,1,0,0
TXN18479,USR18479,DEV18479,1,21,46859,80386,0,1,1
TXN18480,USR18480,DEV18480,0,3,196463,81231,1,1,0
TXN18481,USR18481,DEV18481,0,2,2530,91207,1,0,1
TXN18482,USR18482,DEV18482,0,0,11900,68738,0,0,1
TXN18483,USR18483,DEV18483,2,20,95093,19854,1,0,0
TXN18484,USR18484,DEV18484,33,19,15274,44092,0,0,0
TXN18485,USR18485,DEV18485,16,3,16495,61775,0,0,0
TXN18486,USR18486,DEV18486,44,13,110894,39303,0,1,0
TXN18487,USR18487,DEV18487,55,10,33320,79347,0,1,1
TXN18488,USR18488,DEV18488,22,38,163627,23173,0,0,1
TXN18489,USR18489,DEV18489,0,46,54293,39236,0,1,1
TXN18490,USR18490,DEV18490,8,0,61016,87395,0,0,1
TXN18491,USR18491,DEV18491,29,24,92449,35718,0,1,1
TXN18492,USR18492,DEV18492,2,1,122,80821,1,0,1
TXN18493,USR18493,DEV18493,2,9,279,38050,0,1,0
TXN18494,USR18494,DEV18494,95,4,8679,1349,0,1,0
TXN18495,USR18495,DEV18495,0,0,2623,44130,1,0,0
