device_id  ,user_id  ,device_type  ,os  ,ip_address  ,is_compromised
DEV16537,USR16537,Android Mobile,iOS 16,212.22.204.162,1
DEV16538,USR16538,Unknown Device,iOS 17,114.236.178.42,1
DEV16539,USR16539,iPhone,iOS 15,56.79.237.40,0
DEV16540,USR16540,MacBook,macOS Ventura,231.68.233.152,0
DEV16541,USR16541,Android Tablet,macOS Ventura,82.98.215.87,1
DEV16542,USR16542,ChromeOS Laptop,Android 12,126.231.77.176,0
DEV16543,USR16543,Windows Desktop,Android 13,16.187.133.193,1
DEV16544,USR16544,Windows Laptop,iOS 16,95.207.97.224,1
DEV16545,USR16545,Windows Laptop,Android 14,179.209.228.174,0
DEV16546,USR16546,MacBook,Linux Fedora,198.253.133.50,1
DEV16547,USR16547,Linux Desktop,iOS 15,21.248.147.185,1
DEV16548,USR16548,Android Tablet,Windows 8,41.17.62.57,0
DEV16549,USR16549,Windows Laptop,macOS Monterey,116.5.1.250,0
DEV16550,USR16550,iPhone,Android 14,129.18.89.61,1
DEV16551,USR16551,Linux Desktop,Windows 10,16.111.205.1,0
DEV16552,USR16552,Android Mobile,macOS Sonoma,229.36.189.203,0
DEV16553,USR16553,Unknown Device,macOS Ventura,144.1.159.17,0
DEV16554,USR16554,iPad,macOS Sonoma,110.230.30.110,0
DEV16555,USR16555,Windows Laptop,Android 12,47.217.47.67,1
DEV16556,USR16556,ChromeOS Laptop,Android 13,23.11.127.42,0
DEV16557,USR16557,ChromeOS Laptop,Windows 10,251.55.78.10,1
DEV16558,USR16558,Android Tablet,Windows 11,78.144.225.134,0
DEV16559,USR16559,ChromeOS Laptop,Linux Ubuntu,15.225.59.165,1
DEV16560,USR16560,iPad,Linux Fedora,142.166.130.176,1
DEV16561,USR16561,Android Mobile,iOS 15,147.124.28.128,1
DEV16562,USR16562,Unknown Device,Android 13,172.185.88.122,0
DEV16563,USR16563,iPad,Android 12,248.111.197.77,0
DEV16564,USR16564,MacBook,macOS Monterey,84.199.208.170,1
DEV16565,USR16565,MacBook,macOS Ventura,2.142.25.23,0
DEV16566,USR16566,Unknown Device,macOS Monterey,41.181.225.36,1
DEV16567,USR16567,Linux Desktop,ChromeOS,54.47.235.135,1
DEV16568,USR16568,Unknown Device,Android 12,67.40.13.244,1
DEV16569,USR16569,Windows Laptop,iOS 16,59.102.97.90,1
DEV16570,USR16570,Windows Desktop,ChromeOS,94.167.7.44,0
DEV16571,USR16571,iPhone,macOS Sonoma,33.230.101.52,0
DEV16572,USR16572,Linux Desktop,iOS 15,220.137.207.2,1
DEV16573,USR16573,Android Mobile,Linux Ubuntu,104.45.86.10,0
DEV16574,USR16574,Android Tablet,iOS 17,157.16.170.98,1
DEV16575,USR16575,ChromeOS Laptop,Linux Ubuntu,248.17.178.235,0
DEV16576,USR16576,Android Mobile,Linux Fedora,255.115.204.224,1
DEV16577,USR16577,Unknown Device,iOS 17,221.52.66.50,1
DEV16578,USR16578,Windows Desktop,iOS 16,238.121.221.86,0
DEV16579,USR16579,Linux Desktop,iOS 15,130.96.127.212,0
DEV16580,USR16580,MacBook,Android 12,184.150.181.189,0
DEV16581,USR16581,Windows Desktop,Android 12,12.241.205.157,1
DEV16582,USR16582,Unknown Device,Windows 8,98.196.255.149,0
DEV16583,USR16583,Linux Desktop,iOS 16,208.121.42.10,0
DEV16584,USR16584,ChromeOS Laptop,ChromeOS,91.110.253.199,0
DEV16585,USR16585,Android Tablet,Android 12,157.123.178.233,1
DEV16586,USR16586,Windows Desktop,Android 12,221.100.252.146,0
DEV16587,USR16587,Linux Desktop,Windows 11,70.74.50.109,0
DEV16588,USR16588,Windows Desktop,Android 13,81.42.237.51,0
DEV16589,USR16589,Android Mobile,Android 12,59.35.130.177,1
DEV16590,USR16590,Android Mobile,macOS Sonoma,164.209.190.117,0
DEV16591,USR16591,Windows Desktop,Android 13,209.185.175.59,0
DEV16592,USR16592,Android Tablet,macOS Ventura,5.203.235.29,1
DEV16593,USR16593,Unknown Device,Android 13,70.192.191.240,1
DEV16594,USR16594,Android Mobile,macOS Ventura,16.224.120.51,1
DEV16595,USR16595,iPad,macOS Ventura,115.17.117.4,1
DEV16596,USR16596,iPad,Windows 10,205.126.43.72,0
DEV16597,USR16597,Linux Desktop,Linux Ubuntu,45.35.187.8,1
DEV16598,USR16598,iPhone,Windows 8,150.180.5.64,1
DEV16599,USR16599,Linux Desktop,macOS Sonoma,72.139.92.115,1
DEV16600,USR16600,iPhone,macOS Ventura,98.142.127.177,0
DEV16601,USR16601,Android Mobile,Windows 11,165.140.169.79,0
DEV16602,USR16602,Android Tablet,macOS Ventura,251.215.95.202,1
DEV16603,USR16603,Windows Laptop,iOS 15,231.141.49.51,0
DEV16604,USR16604,Linux Desktop,Android 14,84.208.138.53,1
DEV16605,USR16605,Android Tablet,iOS 16,24.104.63.61,0
DEV16606,USR16606,Android Tablet,Linux Ubuntu,252.55.120.80,1
DEV16607,USR16607,iPhone,Android 14,152.85.213.222,0
DEV16608,USR16608,iPad,Windows 10,149.143.141.20,0
DEV16609,USR16609,ChromeOS Laptop,Android 14,159.106.204.174,0
DEV16610,USR16610,iPad,Android 14,56.28.116.229,1
DEV16611,USR16611,Unknown Device,macOS Monterey,215.251.96.161,1
DEV16612,USR16612,iPhone,macOS Sonoma,19.77.6.33,1
DEV16613,USR16613,Android Tablet,iOS 15,227.185.150.29,1
DEV16614,USR16614,ChromeOS Laptop,Linux Ubuntu,77.31.118.161,0
DEV16615,USR16615,Linux Desktop,macOS Sonoma,107.68.73.218,1
DEV16616,USR16616,iPhone,ChromeOS,95.189.39.126,0
DEV16617,USR16617,ChromeOS Laptop,iOS 16,149.190.115.55,0
DEV16618,USR16618,Android Mobile,iOS 16,146.232.51.23,0
DEV16619,USR16619,Linux Desktop,Windows 11,52.4.23.150,1
DEV16620,USR16620,ChromeOS Laptop,macOS Sonoma,130.197.1.169,0
DEV16621,USR16621,MacBook,Android 13,237.122.55.244,1
DEV16622,USR16622,iPhone,Windows 11,238.30.90.95,1
DEV16623,USR16623,Linux Desktop,Android 13,52.84.238.140,0
DEV16624,USR16624,iPhone,macOS Sonoma,78.93.8.7,1
DEV16625,USR16625,ChromeOS Laptop,macOS Sonoma,222.255.75.224,1
DEV16626,USR16626,Unknown Device,Windows 10,101.89.159.198,0
DEV16627,USR16627,ChromeOS Laptop,iOS 16,88.138.185.54,0
DEV16628,USR16628,Windows Laptop,Linux Fedora,185.220.40.48,1
DEV16629,USR16629,iPhone,Android 13,20.85.32.120,0
DEV16630,USR16630,Android Mobile,Android 13,113.84.132.119,1
DEV16631,USR16631,iPad,Windows 10,165.210.120.126,1
DEV16632,USR16632,Android Tablet,iOS 17,145.89.171.38,1
DEV16633,USR16633,Linux Desktop,iOS 16,45.76.236.72,1
DEV16634,USR16634,MacBook,Linux Ubuntu,182.65.120.201,1
DEV16635,USR16635,Windows Laptop,macOS Ventura,42.144.111.253,1
DEV16636,USR16636,Windows Desktop,Android 12,135.199.191.125,0
DEV16637,USR16637,ChromeOS Laptop,Windows 11,217.243.105.60,0
DEV16638,USR16638,iPad,iOS 16,50.16.113.159,0
DEV16639,USR16639,Android Tablet,Android 12,140.171.208.165,1
DEV16640,USR16640,iPhone,iOS 16,108.21.74.132,0
DEV16641,USR16641,Windows Desktop,macOS Monterey,244.88.157.39,1
DEV16642,USR16642,Android Mobile,ChromeOS,133.228.179.82,0
DEV16643,USR16643,Windows Desktop,ChromeOS,154.110.146.231,1
DEV16644,USR16644,ChromeOS Laptop,Android 14,153.87.2.72,0
DEV16645,USR16645,ChromeOS Laptop,Android 12,188.170.245.167,1
DEV16646,USR16646,MacBook,iOS 17,162.41.135.137,0
DEV16647,USR16647,iPhone,iOS 17,157.253.51.179,1
DEV16648,USR16648,Windows Desktop,ChromeOS,217.201.84.207,1
DEV16649,USR16649,Linux Desktop,Linux Fedora,254.239.58.142,0
DEV16650,USR16650,Android Tablet,macOS Sonoma,7.208.140.151,0
DEV16651,USR16651,iPad,macOS Sonoma,217.223.125.191,0
DEV16652,USR16652,Windows Desktop,ChromeOS,56.173.164.121,1
DEV16653,USR16653,Android Mobile,Android 13,170.11.87.149,1
DEV16654,USR16654,Android Mobile,macOS Ventura,74.83.76.81,0
DEV16655,USR16655,iPad,iOS 16,254.95.6.98,1
DEV16656,USR16656,Windows Laptop,Android 12,231.54.79.249,0
DEV16657,USR16657,Linux Desktop,macOS Sonoma,131.7.226.23,1
DEV16658,USR16658,Android Mobile,iOS 16,251.4.118.93,0
DEV16659,USR16659,iPad,macOS Sonoma,73.199.48.153,1
DEV16660,USR16660,Android Tablet,macOS Monterey,105.180.109.120,1
DEV16661,USR16661,Unknown Device,ChromeOS,222.241.22.113,0
DEV16662,USR16662,iPhone,Linux Fedora,143.27.23.191,1
DEV16663,USR16663,Linux Desktop,Windows 10,35.195.92.107,0
DEV16664,USR16664,Linux Desktop,iOS 16,186.233.18.188,0
DEV16665,USR16665,Unknown Device,ChromeOS,99.249.56.9,1
DEV16666,USR16666,Android Mobile,macOS Sonoma,11.115.86.103,0
DEV16667,USR16667,iPhone,Windows 8,251.187.171.153,0
DEV16668,USR16668,MacBook,Android 12,135.96.121.180,1
DEV16669,USR16669,iPad,Android 12,173.34.220.88,0
DEV16670,USR16670,Windows Desktop,macOS Ventura,184.138.98.4,1
DEV16671,USR16671,Windows Laptop,Windows 10,101.237.71.108,1
DEV16672,USR16672,Windows Laptop,iOS 17,12.134.169.154,1
DEV16673,USR16673,ChromeOS Laptop,iOS 16,17.121.34.224,1
DEV16674,USR16674,MacBook,macOS Ventura,118.90.217.24,0
DEV16675,USR16675,Android Tablet,Linux Ubuntu,205.152.140.97,0
DEV16676,USR16676,Unknown Device,Android 13,52.212.45.170,1
DEV16677,USR16677,Windows Desktop,ChromeOS,6.187.14.84,1
DEV16678,USR16678,Linux Desktop,Linux Fedora,31.146.112.146,1
DEV16679,USR16679,Windows Desktop,Android 14,127.208.248.139,1
DEV16680,USR16680,Windows Laptop,Linux Fedora,202.21.192.254,0
DEV16681,USR16681,Android Tablet,macOS Monterey,146.208.15.203,0
DEV16682,USR16682,iPad,iOS 15,241.29.41.84,1
DEV16683,USR16683,Android Mobile,macOS Sonoma,22.114.187.130,1
DEV16684,USR16684,Linux Desktop,macOS Sonoma,209.226.196.48,1
DEV16685,USR16685,ChromeOS Laptop,iOS 16,209.69.205.243,0
DEV16686,USR16686,Unknown Device,Android 12,126.155.72.241,0
DEV16687,USR16687,iPhone,ChromeOS,211.81.174.91,1
DEV16688,USR16688,Unknown Device,iOS 17,37.68.69.233,1
DEV16689,USR16689,Android Tablet,macOS Sonoma,121.220.141.128,1
DEV16690,USR16690,Unknown Device,Linux Ubuntu,252.101.78.243,0
DEV16691,USR16691,Android Mobile,iOS 17,29.35.34.42,1
DEV16692,USR16692,Windows Desktop,iOS 15,67.177.185.112,1
DEV16693,USR16693,ChromeOS Laptop,Windows 10,85.152.46.110,0
DEV16694,USR16694,Windows Laptop,iOS 16,106.232.106.160,1
DEV16695,USR16695,Android Mobile,Windows 11,12.48.14.214,0
DEV16696,USR16696,Unknown Device,macOS Monterey,7.190.57.76,0
DEV16697,USR16697,MacBook,Android 12,42.19.49.14,1
DEV16698,USR16698,Android Mobile,iOS 16,47.107.218.21,1
DEV16699,USR16699,ChromeOS Laptop,macOS Ventura,127.253.226.33,1
DEV16700,USR16700,Android Mobile,macOS Ventura,178.158.236.21,1
DEV16701,USR16701,Windows Desktop,macOS Monterey,172.101.184.10,1
DEV16702,USR16702,iPad,macOS Ventura,220.30.65.174,0
DEV16703,USR16703,ChromeOS Laptop,macOS Sonoma,119.96.93.229,0
DEV16704,USR16704,Android Mobile,Android 13,91.194.217.185,0
DEV16705,USR16705,MacBook,Linux Fedora,72.144.103.237,0
DEV16706,USR16706,Android Tablet,Windows 8,171.174.121.135,1
DEV16707,USR16707,Windows Laptop,macOS Ventura,41.57.153.29,0
DEV16708,USR16708,Unknown Device,macOS Ventura,43.200.63.151,0
DEV16709,USR16709,Windows Laptop,Linux Ubuntu,193.125.123.5,0
DEV16710,USR16710,Android Tablet,ChromeOS,187.236.5.129,0
DEV16711,USR16711,iPad,Android 13,172.18.163.148,1
DEV16712,USR16712,ChromeOS Laptop,Windows 8,186.41.50.225,0
DEV16713,USR16713,Windows Desktop,macOS Sonoma,63.46.45.207,1
DEV16714,USR16714,MacBook,ChromeOS,134.124.64.100,0
DEV16715,USR16715,Linux Desktop,Android 12,122.90.34.233,0
DEV16716,USR16716,Windows Laptop,iOS 15,150.131.25.215,1
DEV16717,USR16717,Unknown Device,Android 13,196.6.76.67,0
DEV16718,USR16718,iPad,macOS Ventura,3.166.239.241,1
DEV16719,USR16719,Linux Desktop,Android 13,186.204.26.213,0
DEV16720,USR16720,iPad,Android 12,187.163.130.161,0
DEV16721,USR16721,Windows Laptop,iOS 15,151.31.5.243,1
DEV16722,USR16722,iPad,Windows 8,169.125.92.59,0
DEV16723,USR16723,Android Mobile,Android 13,234.91.244.78,0
DEV16724,USR16724,ChromeOS Laptop,Windows 10,94.30.1.137,0
DEV16725,USR16725,Windows Laptop,Android 12,187.138.79.101,1
DEV16726,USR16726,iPhone,Linux Fedora,193.51.48.106,1
DEV16727,USR16727,Android Mobile,iOS 16,199.99.7.191,0
DEV16728,USR16728,Linux Desktop,ChromeOS,132.20.197.249,0
DEV16729,USR16729,ChromeOS Laptop,macOS Ventura,208.166.34.42,1
DEV16730,USR16730,iPhone,iOS 15,70.131.206.232,0
DEV16731,USR16731,iPad,Android 14,74.159.105.144,1
DEV16732,USR16732,Linux Desktop,Linux Ubuntu,213.220.20.7,0
DEV16733,USR16733,Linux Desktop,macOS Ventura,231.10.131.198,1
DEV16734,USR16734,iPad,Windows 11,236.123.88.65,1
DEV16735,USR16735,Linux Desktop,iOS 17,159.217.88.182,1
DEV16736,USR16736,Windows Desktop,Android 13,82.211.35.92,0
DEV16737,USR16737,Windows Desktop,macOS Monterey,118.23.66.29,1
DEV16738,USR16738,Windows Desktop,macOS Sonoma,211.148.18.85,1
DEV16739,USR16739,Android Mobile,macOS Sonoma,45.101.23.180,0
DEV16740,USR16740,Android Tablet,Android 13,160.245.93.58,0
DEV16741,USR16741,Android Mobile,Linux Fedora,105.31.72.4,1
DEV16742,USR16742,Linux Desktop,Windows 8,221.99.138.35,1
DEV16743,USR16743,Windows Desktop,macOS Monterey,101.11.242.34,0
DEV16744,USR16744,ChromeOS Laptop,macOS Sonoma,91.76.88.130,0
DEV16745,USR16745,Windows Laptop,Android 12,100.141.109.17,1
DEV16746,USR16746,Android Mobile,Linux Fedora,28.130.222.4,1
DEV16747,USR16747,iPad,iOS 16,5.221.255.49,1
DEV16748,USR16748,iPad,Android 13,239.211.27.253,0
DEV16749,USR16749,Android Tablet,macOS Sonoma,187.6.48.191,0
DEV16750,USR16750,ChromeOS Laptop,macOS Monterey,167.187.94.52,1
DEV16751,USR16751,ChromeOS Laptop,macOS Monterey,126.224.245.106,0
DEV16752,USR16752,Android Tablet,Android 12,113.209.92.203,0
DEV16753,USR16753,ChromeOS Laptop,iOS 16,194.25.78.54,1
DEV16754,USR16754,iPad,Windows 10,62.119.235.159,1
DEV16755,USR16755,Windows Desktop,iOS 17,136.102.115.170,1
DEV16756,USR16756,Unknown Device,iOS 16,196.192.15.21,0
DEV16757,USR16757,iPhone,iOS 16,109.62.153.144,0
DEV16758,USR16758,ChromeOS Laptop,iOS 16,31.184.104.153,0
DEV16759,USR16759,Windows Desktop,iOS 16,54.226.72.111,1
DEV16760,USR16760,Windows Laptop,macOS Sonoma,184.180.179.53,0
DEV16761,USR16761,iPad,Android 14,217.205.10.33,0
DEV16762,USR16762,Unknown Device,Android 13,7.134.59.128,0
DEV16763,USR16763,ChromeOS Laptop,Android 12,225.105.173.40,0
DEV16764,USR16764,Unknown Device,Windows 11,224.177.167.6,0
DEV16765,USR16765,Windows Laptop,Android 14,111.213.117.50,0
DEV16766,USR16766,Unknown Device,iOS 15,78.54.116.202,1
DEV16767,USR16767,Android Tablet,Windows 11,172.99.143.74,0
DEV16768,USR16768,iPhone,Windows 11,2.247.87.190,0
DEV16769,USR16769,MacBook,Linux Ubuntu,107.124.232.28,1
DEV16770,USR16770,Unknown Device,Android 14,122.242.210.6,1
DEV16771,USR16771,Windows Desktop,Windows 10,64.173.91.145,0
DEV16772,USR16772,Unknown Device,iOS 15,11.130.164.52,0
DEV16773,USR16773,Android Tablet,Windows 8,79.46.20.45,0
DEV16774,USR16774,Android Tablet,macOS Sonoma,135.105.110.131,1
DEV16775,USR16775,iPhone,Windows 10,87.13.137.156,1
DEV16776,USR16776,Android Tablet,Windows 10,95.171.158.52,0
DEV16777,USR16777,Android Mobile,Windows 10,119.51.164.238,0
DEV16778,USR16778,Linux Desktop,Linux Fedora,222.139.230.48,0
DEV16779,USR16779,Unknown Device,Linux Fedora,28.64.45.53,1
DEV16780,USR16780,MacBook,Android 14,128.178.226.132,1
DEV16781,USR16781,iPad,macOS Sonoma,86.32.180.245,0
DEV16782,USR16782,iPad,macOS Monterey,83.72.109.242,0
DEV16783,USR16783,Unknown Device,iOS 16,234.206.143.49,0
DEV16784,USR16784,iPhone,Windows 11,160.225.95.12,1
DEV16785,USR16785,Android Mobile,macOS Monterey,38.152.5.88,1
DEV16786,USR16786,Windows Laptop,iOS 16,227.176.128.37,0
DEV16787,USR16787,iPad,Windows 10,181.124.231.29,1
DEV16788,USR16788,Windows Desktop,macOS Monterey,195.91.54.114,1
DEV16789,USR16789,Linux Desktop,Linux Fedora,176.35.5.71,0
DEV16790,USR16790,Windows Desktop,Linux Ubuntu,119.254.135.200,0
DEV16791,USR16791,iPad,Windows 10,91.182.194.140,0
DEV16792,USR16792,ChromeOS Laptop,Windows 8,219.9.122.215,0
DEV16793,USR16793,ChromeOS Laptop,Android 12,114.160.145.65,1
DEV16794,USR16794,ChromeOS Laptop,Windows 10,71.205.197.97,0
DEV16795,USR16795,ChromeOS Laptop,Android 13,206.162.138.146,0
DEV16796,USR16796,Unknown Device,Windows 11,61.159.72.226,1
DEV16797,USR16797,iPhone,Android 12,111.162.158.45,0
DEV16798,USR16798,Windows Desktop,Android 14,155.230.135.218,1
DEV16799,USR16799,iPhone,Windows 8,15.188.83.28,1
DEV16800,USR16800,Windows Laptop,ChromeOS,86.247.101.229,1
DEV16801,USR16801,iPhone,Android 12,157.196.252.145,1
DEV16802,USR16802,Linux Desktop,Android 12,97.198.25.79,1
DEV16803,USR16803,MacBook,Linux Fedora,191.171.115.181,1
DEV16804,USR16804,iPhone,Android 13,50.82.41.111,1
DEV16805,USR16805,Unknown Device,Android 12,129.19.135.130,1
DEV16806,USR16806,Unknown Device,Windows 10,8.92.58.38,1
DEV16807,USR16807,MacBook,Linux Ubuntu,229.23.194.40,0
DEV16808,USR16808,Android Mobile,Windows 8,124.63.161.65,1
DEV16809,USR16809,Unknown Device,Android 12,137.214.140.83,1
DEV16810,USR16810,Unknown Device,Android 12,78.153.160.57,1
DEV16811,USR16811,iPhone,Linux Ubuntu,194.18.94.216,0
DEV16812,USR16812,iPad,Android 13,198.91.145.143,0
DEV16813,USR16813,iPhone,iOS 17,83.208.18.221,0
DEV16814,USR16814,Linux Desktop,iOS 15,182.166.78.26,1
DEV16815,USR16815,Android Mobile,iOS 16,81.7.233.252,0
DEV16816,USR16816,Linux Desktop,ChromeOS,215.212.113.221,0
DEV16817,USR16817,Android Tablet,Android 13,46.90.164.18,1
DEV16818,USR16818,ChromeOS Laptop,Windows 8,206.103.196.53,1
DEV16819,USR16819,Android Mobile,macOS Monterey,231.146.57.177,1
DEV16820,USR16820,MacBook,macOS Monterey,187.113.189.63,0
DEV16821,USR16821,Android Tablet,Linux Ubuntu,74.192.47.82,0
DEV16822,USR16822,ChromeOS Laptop,Windows 8,158.35.107.211,1
DEV16823,USR16823,Android Tablet,Linux Ubuntu,47.13.97.208,1
DEV16824,USR16824,Linux Desktop,Android 14,171.236.75.70,0
DEV16825,USR16825,Android Tablet,Windows 10,168.20.22.159,1
DEV16826,USR16826,Windows Desktop,iOS 15,61.165.228.164,1
DEV16827,USR16827,MacBook,macOS Sonoma,26.84.103.31,1
DEV16828,USR16828,Unknown Device,Android 12,110.108.213.55,0
DEV16829,USR16829,MacBook,iOS 15,67.21.198.74,1
DEV16830,USR16830,Unknown Device,Linux Ubuntu,179.118.140.160,1
DEV16831,USR16831,Android Tablet,Android 12,119.199.128.109,0
DEV16832,USR16832,Android Tablet,iOS 15,155.93.160.21,0
DEV16833,USR16833,iPad,macOS Ventura,59.131.60.110,1
DEV16834,USR16834,Linux Desktop,iOS 16,10.151.26.54,0
DEV16835,USR16835,Android Mobile,Linux Ubuntu,3.204.71.237,0
DEV16836,USR16836,Linux Desktop,ChromeOS,167.42.37.157,1
DEV16837,USR16837,iPad,iOS 15,14.42.72.69,0
DEV16838,USR16838,Android Tablet,Windows 11,59.107.137.200,0
DEV16839,USR16839,Windows Desktop,Windows 10,172.87.200.203,0
DEV16840,USR16840,iPhone,Android 13,214.169.31.141,1
DEV16841,USR16841,Android Tablet,iOS 17,169.38.222.23,0
DEV16842,USR16842,Linux Desktop,Android 13,68.95.237.181,0
DEV16843,USR16843,Windows Laptop,iOS 15,100.83.74.44,1
DEV16844,USR16844,MacBook,ChromeOS,65.90.172.180,0
DEV16845,USR16845,Windows Desktop,Windows 8,54.251.77.163,1
DEV16846,USR16846,iPad,Linux Fedora,3.208.231.185,0
DEV16847,USR16847,Windows Desktop,macOS Monterey,116.200.203.133,1
DEV16848,USR16848,MacBook,Linux Fedora,139.197.113.240,0
DEV16849,USR16849,Android Mobile,Linux Fedora,73.32.69.23,1
DEV16850,USR16850,ChromeOS Laptop,iOS 17,41.14.194.108,1
DEV16851,USR16851,Linux Desktop,macOS Sonoma,33.7.74.96,1
DEV16852,USR16852,Android Mobile,macOS Sonoma,211.94.116.220,1
DEV16853,USR16853,Android Mobile,Windows 10,194.166.150.247,1
DEV16854,USR16854,ChromeOS Laptop,Windows 8,120.48.124.85,0
DEV16855,USR16855,Unknown Device,Android 13,204.225.36.63,1
DEV16856,USR16856,Android Tablet,Windows 8,132.164.227.123,0
DEV16857,USR16857,Linux Desktop,macOS Ventura,213.90.178.136,0
DEV16858,USR16858,iPhone,Windows 10,44.140.181.49,0
DEV16859,USR16859,MacBook,Windows 11,64.254.228.63,1
DEV16860,USR16860,Windows Desktop,Android 12,52.37.153.60,1
DEV16861,USR16861,Windows Laptop,iOS 15,142.164.132.222,0
DEV16862,USR16862,iPad,Linux Ubuntu,54.249.135.178,1
DEV16863,USR16863,ChromeOS Laptop,ChromeOS,15.159.175.33,0
DEV16864,USR16864,Unknown Device,macOS Monterey,152.1.38.16,0
DEV16865,USR16865,Linux Desktop,Linux Ubuntu,159.162.188.204,0
DEV16866,USR16866,Windows Laptop,ChromeOS,28.193.24.95,1
DEV16867,USR16867,Android Tablet,iOS 16,141.124.43.69,0
DEV16868,USR16868,Android Mobile,Windows 10,127.146.130.96,0
DEV16869,USR16869,Unknown Device,macOS Monterey,119.198.231.231,0
DEV16870,USR16870,iPhone,iOS 16,37.153.58.227,1
DEV16871,USR16871,Windows Laptop,iOS 16,81.232.39.122,1
DEV16872,USR16872,ChromeOS Laptop,macOS Sonoma,192.100.108.173,0
DEV16873,USR16873,MacBook,iOS 17,161.134.190.244,0
DEV16874,USR16874,ChromeOS Laptop,Android 14,186.170.99.69,0
DEV16875,USR16875,MacBook,Windows 10,103.110.4.184,0
DEV16876,USR16876,Unknown Device,Android 14,172.93.243.30,1
DEV16877,USR16877,ChromeOS Laptop,macOS Sonoma,248.131.205.96,0
DEV16878,USR16878,ChromeOS Laptop,ChromeOS,16.222.154.29,1
DEV16879,USR16879,Unknown Device,Windows 10,189.136.141.194,0
DEV16880,USR16880,Android Mobile,Linux Fedora,111.167.253.63,1
DEV16881,USR16881,ChromeOS Laptop,macOS Monterey,71.193.48.223,0
DEV16882,USR16882,Android Tablet,Android 13,230.42.187.60,1
DEV16883,USR16883,ChromeOS Laptop,Linux Ubuntu,5.76.192.81,0
DEV16884,USR16884,Linux Desktop,Android 13,153.38.128.138,1
DEV16885,USR16885,iPad,ChromeOS,181.129.152.169,0
DEV16886,USR16886,Windows Desktop,Windows 8,101.193.78.50,0
DEV16887,USR16887,Android Tablet,Android 13,119.69.134.29,1
DEV16888,USR16888,Android Mobile,Android 12,178.70.6.155,1
DEV16889,USR16889,Android Tablet,Linux Ubuntu,180.177.113.146,0
DEV16890,USR16890,Unknown Device,Windows 11,252.209.0.224,0
DEV16891,USR16891,Unknown Device,Linux Ubuntu,175.179.108.59,0
DEV16892,USR16892,iPad,macOS Monterey,97.146.213.215,1
DEV16893,USR16893,MacBook,Android 13,139.136.163.164,1
DEV16894,USR16894,Linux Desktop,iOS 17,16.35.214.224,0
DEV16895,USR16895,Windows Laptop,iOS 17,14.156.225.15,1
DEV16896,USR16896,ChromeOS Laptop,macOS Sonoma,240.85.209.69,0
DEV16897,USR16897,MacBook,Android 12,96.34.221.121,0
DEV16898,USR16898,iPad,iOS 15,238.112.40.192,0
DEV16899,USR16899,iPhone,Android 12,84.156.111.10,0
DEV16900,USR16900,Unknown Device,Android 13,186.196.53.246,0
DEV16901,USR16901,Android Tablet,Linux Fedora,59.92.234.77,0
DEV16902,USR16902,Android Tablet,iOS 16,89.255.128.77,0
DEV16903,USR16903,Android Tablet,iOS 15,212.151.123.226,1
DEV16904,USR16904,Linux Desktop,iOS 15,60.131.47.37,1
DEV16905,USR16905,Android Mobile,Windows 10,176.250.106.173,1
DEV16906,USR16906,Android Mobile,Windows 11,15.141.3.205,0
DEV16907,USR16907,Android Mobile,Windows 8,198.236.135.227,0
DEV16908,USR16908,Android Mobile,Linux Ubuntu,6.213.225.172,0
DEV16909,USR16909,iPhone,ChromeOS,85.142.225.179,0
DEV16910,USR16910,Linux Desktop,macOS Ventura,85.45.87.158,0
DEV16911,USR16911,iPad,Android 14,194.66.82.169,1
DEV16912,USR16912,Windows Laptop,macOS Monterey,130.209.238.149,0
DEV16913,USR16913,Android Mobile,Linux Ubuntu,53.173.186.86,0
DEV16914,USR16914,Android Mobile,iOS 16,201.244.244.190,0
DEV16915,USR16915,Linux Desktop,iOS 15,137.0.49.118,0
DEV16916,USR16916,iPad,Android 14,188.1.121.3,1
DEV16917,USR16917,iPad,iOS 15,154.188.252.72,1
DEV16918,USR16918,Android Tablet,Linux Ubuntu,138.93.121.97,1
DEV16919,USR16919,Unknown Device,ChromeOS,131.7.40.47,0
DEV16920,USR16920,Windows Desktop,Windows 11,64.23.168.25,1
DEV16921,USR16921,Android Tablet,macOS Sonoma,130.20.125.169,0
DEV16922,USR16922,Unknown Device,macOS Ventura,194.230.52.246,0
DEV16923,USR16923,iPhone,macOS Ventura,116.93.63.179,1
DEV16924,USR16924,Windows Desktop,macOS Monterey,1.15.26.61,0
DEV16925,USR16925,MacBook,Windows 8,56.90.95.146,0
DEV16926,USR16926,Android Mobile,macOS Ventura,128.79.175.84,1
DEV16927,USR16927,Android Mobile,Linux Ubuntu,213.79.47.20,1
DEV16928,USR16928,Android Mobile,macOS Monterey,73.192.21.19,1
DEV16929,USR16929,Windows Desktop,iOS 16,172.100.139.8,0
DEV16930,USR16930,MacBook,iOS 15,69.18.200.253,1
DEV16931,USR16931,Unknown Device,macOS Monterey,166.83.131.92,1
DEV16932,USR16932,Windows Desktop,iOS 15,164.10.253.6,1
DEV16933,USR16933,ChromeOS Laptop,iOS 15,137.39.123.157,1
DEV16934,USR16934,Unknown Device,Linux Fedora,176.38.182.23,1
DEV16935,USR16935,Windows Desktop,ChromeOS,223.219.246.175,1
DEV16936,USR16936,Unknown Device,Windows 8,2.76.100.97,0
